x,y,targets
RNA1{r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.r(A)p.r(G)p.r(C)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(G)p.r(C)p.r(U)p.r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,84.9,BD135193
RNA1{r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,87,BD135193
RNA1{r(U)p.r(U)p.r(A)p.r(A)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(U)p.r(G)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(C)p.r(A)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(U)p.r(U)p.r(A)p.r(A)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,54.4,BD135193
RNA1{r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.d(A)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,85.6,BD135193
RNA1{r(U)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.r(C)p.r(C)p.r(A)p.r(A)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(U)p.r(U)p.r(G)p.r(G)p.r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(A)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,83.5,BD135193
RNA1{r(C)p.r(A)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.r(U)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(A)p.r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(U)p.r(G)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,74.6,BD135193
RNA1{r(C)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(C)p.r(U)p.r(U)p.r(G)p.r(C)p.r(U)p.r(G)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(C)p.r(A)p.r(G)p.r(C)p.r(A)p.r(A)p.r(G)p.r(U)p.r(U)p.r(U)p.r(A)p.r(A)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(G)p.d(G)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,82.5,BD135193
RNA1{r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(U)p.r(U)p.r(A)p.r(G)p.r(A)p.r(G)p.r(A)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(U)p.r(C)p.r(U)p.r(C)p.r(U)p.r(A)p.r(A)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,84.9,BD135193
RNA1{r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,75.4,BD135193
RNA1{r(U)p.r(U)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(C)p.r(A)p.r(A)p.r(C)p.r(C)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(G)p.r(G)p.r(U)p.r(U)p.r(G)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(A)p.r(A)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,83,BD135193
RNA1{r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(U)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(A)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,92.8,BD135193
RNA1{r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(U)p.r(G)p.r(U)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(A)p.r(C)p.r(A)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,61.6,BD135193
RNA1{r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,82.5,BD135193
RNA1{r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,80.8,BD135193
RNA1{r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.d(A)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,80.4,BD135193
RNA1{r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,72.3,BD135193
RNA1{r(U)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(A)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,59.7,BD135193
RNA1{r(U)p.r(A)p.r(U)p.r(G)p.r(C)p.r(C)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.r(G)p.r(G)p.r(C)p.r(A)p.r(U)p.r(A)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,75.7,BD135193
RNA1{r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.r(U)p.r(G)p.r(C)p.r(A)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(U)p.r(G)p.r(C)p.r(A)p.r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,88.7,BD135193
RNA1{r(U)p.r(G)p.r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.r(U)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(A)p.r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.r(C)p.r(A)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,68.8,BD135193
RNA1{r(C)p.r(U)p.r(G)p.r(U)p.r(G)p.r(G)p.r(A)p.r(U)p.r(C)p.r(U)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(A)p.r(U)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(A)p.r(U)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(A)p.r(G)p.r(A)p.r(U)p.r(C)p.r(C)p.r(A)p.r(C)p.r(A)p.r(G)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,79,BD135193
RNA1{r(C)p.r(G)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(U)p.r(A)p.r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.r(U)p.r(A)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(C)p.r(G)p.d(T)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,62.7,NM_004359
RNA1{r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(U)p.r(A)p.r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.r(U)p.r(A)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.d(A)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,69,NM_004359
RNA1{r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(U)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(A)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,82.7,NM_004359
RNA1{r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.r(U)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(A)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,89.3,NM_004359
RNA1{r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(U)p.r(A)p.r(C)p.r(G)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(C)p.r(G)p.r(U)p.r(A)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,37.2,NM_004359
RNA1{r(G)p.r(A)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(C)p.r(U)p.d(T)p.d(T)}|RNA2{r(A)p.r(G)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(U)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,51.7,NM_004359
RNA1{r(G)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(C)p.r(G)p.r(A)p.r(G)p.r(G)p.r(G)p.r(C)p.r(U)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(A)p.r(G)p.r(C)p.r(C)p.r(C)p.r(U)p.r(C)p.r(G)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(C)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,33.6,NM_004359
RNA1{r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,26.8,NM_004359
RNA1{r(A)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(G)p.r(G)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(U)p.d(C)p.d(A)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,25.5,NM_004359
RNA1{r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,73.7,NM_004359
RNA1{r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.r(G)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(C)p.r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,59,NM_004359
RNA1{r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.d(G)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,65.2,NM_004359
RNA1{r(A)p.r(C)p.r(G)p.r(C)p.r(U)p.r(G)p.r(G)p.r(C)p.r(C)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(G)p.r(C)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(G)p.r(C)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(G)p.r(G)p.r(C)p.r(C)p.r(A)p.r(G)p.r(C)p.r(G)p.r(U)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,52.4,NM_004359
RNA1{r(G)p.r(G)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(C)p.r(C)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,53.4,NM_004359
RNA1{r(C)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(G)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,43,NM_004359
RNA1{r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(C)p.r(A)p.r(G)p.r(G)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(G)p.r(G)p.r(G)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(C)p.r(C)p.r(C)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(C)p.r(C)p.r(U)p.r(G)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.d(G)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,58.4,NM_004359
RNA1{r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.r(C)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(G)p.r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.d(G)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,34.9,NM_004359
RNA1{r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(C)p.r(A)p.r(G)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(U)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(A)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(C)p.r(U)p.r(G)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.d(C)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,76.6,NM_004359
RNA1{r(G)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(C)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(G)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(C)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,74.3,NM_004359
RNA1{r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.r(A)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(C)p.d(T)p.d(T)}|RNA2{r(G)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(U)p.r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.d(C)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,56.5,NM_004359
RNA1{r(A)p.r(G)p.r(C)p.r(A)p.r(A)p.r(G)p.r(G)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(G)p.r(A)p.r(U)p.r(C)p.r(G)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(C)p.r(G)p.r(A)p.r(U)p.r(C)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(C)p.r(C)p.r(U)p.r(U)p.r(G)p.r(C)p.r(U)p.d(C)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,41.2,NM_004359
RNA1{r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.r(A)p.r(A)p.r(G)p.r(U)p.r(G)p.r(G)p.r(A)p.r(A)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(U)p.r(U)p.r(C)p.r(C)p.r(A)p.r(C)p.r(U)p.r(U)p.r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.d(A)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,82.9,NM_004359
RNA1{r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(G)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(C)p.r(U)p.r(G)p.r(U)p.r(A)p.r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.d(T)p.d(C)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,36.4,NM_004359
RNA1{r(C)p.r(G)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.r(U)p.r(G)p.d(T)p.d(T)}|RNA2{r(C)p.r(A)p.r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(C)p.r(G)p.d(T)p.d(T)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,79.4,NM_004359
RNA1{r(A)p.r(A)p.r(C)p.r(G)p.r(U)p.r(G)p.r(G)p.r(A)p.r(C)p.r(G)p.r(C)p.r(C)p.r(U)p.r(C)p.r(C)p.r(G)p.r(U)p.r(G)p.r(A)p.d(T)p.d(T)}|RNA2{r(U)p.r(C)p.r(A)p.r(C)p.r(G)p.r(G)p.r(A)p.r(G)p.r(G)p.r(C)p.r(G)p.r(U)p.r(C)p.r(C)p.r(A)p.r(C)p.r(G)p.r(U)p.r(U)p.d(T)p.d(G)}$$$RNA1{StrandType:ss}|RNA2{StrandType:as}$,55.2,NM_004359
